Stop Code,Stop Name,Latitude,Longitude,Current Cleaning Category,abc_stop_name,cleaning_priority_score,cleaning_priority_level,stop_id,stop_name,selected_image_filename,lattitude,longitude,best_view,bus_stop_visible,bus_stop_visibility_confidence,shelter_present,shelter_number,bench_present,bench_number,trash_can_present,trash_can_number,stop_surface,landing_type,sidewalk_connection,landing_pad,cross_walk,street_lighting,date,notes,final_image_path,inspection_priority_score,inspection_priority_level
5105,Duke Regional Hospital (NB),36.038303,-78.898968,A,Duke Regional Hospital (NB),100,Very High,5105,Duke Regional Hospital (NB),5105_Duke_Regional_Hospital_NB_2016-07_left_heading-16.jpg,36.038303,-78.898968,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2016-07,"The bus stop is clearly visible with a shelter, an internal bench, a trash can, and a blue information kiosk/pole. The boarding area is a paved concrete pad connected directly to the sidewalk.",final_images/5105_Duke_Regional_Hospital_NB_2016-07_left_heading-16.jpg,51.0,Medium
5127,Seven Oaks Rd at Riverview Shopping Center,36.067734,-78.90593,A,Seven Oaks Rd at Riverview Shopping Center,100,Very High,5127,Seven Oaks Rd at Riverview Shopping Center,5127_Seven_Oaks_Rd_at_Riverview_Shopping_Center_2025-09_right_heading-57.jpg,36.067734,-78.90593,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible with a shelter, bench, trash can, and a painted concrete landing pad connected directly to the sidewalk.",final_images/5127_Seven_Oaks_Rd_at_Riverview_Shopping_Center_2025-09_right_heading-57.jpg,51.0,Medium
5224,Fayetteville St at Burlington Ave (NB),35.968734,-78.902611,A,Fayetteville St at Burlington Ave (NB),100,Very High,5224,Fayetteville St at Burlington Ave (NB),5224_Fayetteville_St_at_Burlington_Ave_NB_2025-01_center_heading-124.jpg,35.968734,-78.902611,center,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,"GoDurham bus stop with a sign, a bench, and a trash can on a concrete sidewalk.",final_images/5224_Fayetteville_St_at_Burlington_Ave_NB_2025-01_center_heading-124.jpg,51.0,Medium
5337,Lakewood Ave at Heritage Square,35.987545,-78.900944,A,Lakewood Ave at Heritage Square,100,Very High,5337,Lakewood Ave at Heritage Square,5337_Lakewood_Ave_at_Heritage_Square_2025-09_left_heading-349.jpg,35.987545,-78.900944,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible in the left view, featuring a GoDurham sign, a shelter with an integrated bench, a trash can, and a concrete landing pad connected to the sidewalk.",final_images/5337_Lakewood_Ave_at_Heritage_Square_2025-09_left_heading-349.jpg,51.0,Medium
5507,Chapel Hill St at Gregson St (WB),35.997049,-78.909564,A,Chapel Hill St at Gregson St (WB),100,Very High,5507,Chapel Hill St at Gregson St (WB),5507_Chapel_Hill_St_at_Gregson_St_WB_2025-09_right_heading-40.jpg,35.997049,-78.909564,right,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible on the concrete sidewalk in front of the church. It features a GoDurham bus stop sign, a bench, and a trash can.",final_images/5507_Chapel_Hill_St_at_Gregson_St_WB_2025-09_right_heading-40.jpg,51.0,Medium
5549,Fayetteville St at Linwood Ave (Lincoln Health Center),35.9812078,-78.8992314,A,Fayetteville St at Linwood Ave,100,Very High,5549,Fayetteville St at Linwood Ave (Lincoln Health Center),5549_Fayetteville_St_at_Linwood_Ave_Lincoln_Health_Center_2025-01_center_heading-91.jpg,35.9812078,-78.8992314,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,Yes,No,2025-01,"The bus stop is clearly visible with a GoDurham sign on the utility pole, a shelter with an integrated bench, and a trash can next to the shelter. A crosswalk is present at the intersection.",final_images/5549_Fayetteville_St_at_Linwood_Ave_Lincoln_Health_Center_2025-01_center_heading-91.jpg,51.0,Medium
5568,Meriwether Dr at Old Oxford Rd (SB),36.03602,-78.89013,A,Meriwether Dr at Old Oxford Rd (SB),100,Very High,5568,Meriwether Dr at Old Oxford Rd (SB),5568_Meriwether_Dr_at_Old_Oxford_Rd_SB_2021-10_right_heading-275.jpg,36.03602,-78.89013,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2021-10,"The bus stop is clearly visible in the right view, featuring a shelter with an internal bench, a trash can, and a GoDurham bus stop sign on a continuous concrete sidewalk.",final_images/5568_Meriwether_Dr_at_Old_Oxford_Rd_SB_2021-10_right_heading-275.jpg,51.0,Medium
5569,Hillsborough Rd at LaSalle St (Durham Festival Center),36.019752,-78.947568,A,Hillsborough Rd at LaSalle St (Durham F,100,Very High,5569,Hillsborough Rd at LaSalle St (Durham Festival Center),5569_Hillsborough_Rd_at_LaSalle_St_Durham_Festival_Center_2025-09_left_heading-179.jpg,36.019752,-78.947568,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop features a standard shelter with an integrated bench, situated on a concrete pad connected directly to the sidewalk. Two trash receptacles are present near the shelter.",final_images/5569_Hillsborough_Rd_at_LaSalle_St_Durham_Festival_Center_2025-09_left_heading-179.jpg,51.0,Medium
5573,Holloway St at Elizabeth St (EB),35.994511,-78.890385,A,Holloway St at Elizabeth St (EB),100,Very High,5573,Holloway St at Elizabeth St (EB),5573_Holloway_St_at_Elizabeth_St_EB_2025-09_right_heading-220.jpg,35.994511,-78.890385,5573_Holloway_St_at_Elizabeth_St_EB_2025-09_center_heading-190.jpg,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"GoDurham bus stop sign is clearly visible on the grassy slope next to the concrete sidewalk. No shelter, bench, or trash can is present at this location.",final_images/5573_Holloway_St_at_Elizabeth_St_EB_2025-09_right_heading-220.jpg,51.0,Medium
5671,Holloway St at Alston Ave (WB),35.99457,-78.88659,A,Holloway St at Elm St (WB),100,Very High,5671,Holloway St at Alston Ave (WB),5671_Holloway_St_at_Alston_Ave_WB_2025-09_left_heading-335.jpg,35.99457,-78.88659,left,Yes,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"GoDurham bus stop sign is clearly visible in the left view. A concrete trash can is present next to the utility pole. Several people are sitting on personal folding chairs under the tree, but no permanent transit bench or shelter is present.",final_images/5671_Holloway_St_at_Alston_Ave_WB_2025-09_left_heading-335.jpg,51.0,Medium
5733,Lawson St at Wabash St (WB),35.973842,-78.888908,A,Lawson St at Wabash St (WB),100,Very High,5733,Lawson St at Wabash St (WB),5733_Lawson_St_at_Wabash_St_WB_2025-09_right_heading-25.jpg,35.973842,-78.888908,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,Two_doors,Yes,No,2025-09,The bus stop features a modern shelter with an integrated bench and an adjacent trash can on a concrete pad connected to the sidewalk. A grass strip lies between the sidewalk and the curb. A crosswalk is visible nearby in the left view.,final_images/5733_Lawson_St_at_Wabash_St_WB_2025-09_right_heading-25.jpg,51.0,Medium
5773,Lawson St at Durham Tech Community College (WB),35.974402,-78.880704,A,Lawson St at Durham Tech Community Coll,100,Very High,5773,Lawson St at Durham Tech Community College (WB),5773_Lawson_St_at_Durham_Tech_Community_College_WB_2025-09_right_heading-45.jpg,35.974402,-78.880704,5773_Lawson_St_at_Durham_Tech_Community_College_WB_2025-09_right_heading-45.jpg,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,A transit shelter with an integrated bench and an adjacent trash can is clearly visible on the concrete sidewalk in the right view.,final_images/5773_Lawson_St_at_Durham_Tech_Community_College_WB_2025-09_right_heading-45.jpg,51.0,Medium
5793,Fayetteville Rd at Crooked Creek Pkwy,35.91251,-78.93354,A,Fayetteville Rd at Crooked Creek Pkwy,100,Very High,5793,Fayetteville Rd at Crooked Creek Pkwy,5793_Fayetteville_Rd_at_Crooked_Creek_Pkwy_2025-01_center_heading-93.jpg,35.91251,-78.93354,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-1,"The bus stop features a modern shelter with an integrated bench, a trash can, and an information board, all situated on a wide concrete landing pad connected to the sidewalk.",final_images/5793_Fayetteville_Rd_at_Crooked_Creek_Pkwy_2025-01_center_heading-93.jpg,51.0,Medium
5851,Lawson St at Ridgeway Ave,35.973947,-78.887482,A,Lawson St at Ridgeway Ave,100,Very High,5851,Lawson St at Ridgeway Ave,5851_Lawson_St_at_Ridgeway_Ave_2025-09_left_heading-318.jpg,35.973947,-78.887482,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"GoDurham bus stop 5851 is clearly visible. It features a standard shelter with an integrated bench, two public trash cans, and a concrete landing pad connected directly to the sidewalk. A solar-powered light is mounted on the bus stop sign pole.",final_images/5851_Lawson_St_at_Ridgeway_Ave_2025-09_left_heading-318.jpg,51.0,Medium
5908,Chapel Hill Rd at House St,35.99033,-78.92395,A,Chapel Hill Rd at House St,100,Very High,5908,Chapel Hill Rd at House St,5908_Chapel_Hill_Rd_at_House_St_2025-03_left_heading-61.jpg,35.99033,-78.92395,left,Yes,0.95,0.0,0.0,1.0,1.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,Yes,No,2025-03,The bus stop is marked by a sign on a metal pole next to a pedestrian crossing sign. A wooden bench is located on the grass adjacent to the concrete sidewalk. A marked crosswalk is present.,final_images/5908_Chapel_Hill_Rd_at_House_St_2025-03_left_heading-61.jpg,51.0,Medium
6016,Lawson St at Bacon St (WB),35.97435,-78.884612,A,Lawson St at Bacon St (WB),100,Very High,6016,Lawson St at Bacon St (WB),6016_Lawson_St_at_Bacon_St_WB_2025-09_center_heading-341.jpg,35.97435,-78.884612,6016_Lawson_St_at_Bacon_St_WB_2025-09_left_heading-311.jpg,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop features a shelter with an integrated bench, a trash can, and bike racks on a large concrete landing pad connected to the sidewalk.",final_images/6016_Lawson_St_at_Bacon_St_WB_2025-09_center_heading-341.jpg,51.0,Medium
6092,Hardee St at Cheek Rd (SB),36.0047141,-78.8670288,A,Hardee St at Cheek Rd (SB),100,Very High,6092,Hardee St at Cheek Rd (SB),6092_Hardee_St_at_Cheek_Rd_SB_2025-09_right_heading-323.jpg,36.0047141,-78.8670288,6092_Hardee_St_at_Cheek_Rd_SB_2025-09_right_heading-323.jpg,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,The bus stop sign is clearly visible on a metal post next to the concrete sidewalk in the right view image.,final_images/6092_Hardee_St_at_Cheek_Rd_SB_2025-09_right_heading-323.jpg,51.0,Medium
6226,TW Alexander Dr at Glenwood Ave,35.9183079,-78.7865754,A,TW Alexander Dr at Glenwood Ave,100,Very High,6226,TW Alexander Dr at Glenwood Ave,6226_TW_Alexander_Dr_at_Glenwood_Ave_2026-03_right_heading-35.jpg,35.9183079,-78.7865754,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2026-03,"The bus stop is clearly visible with a shelter, bench, and trash can on a paved concrete sidewalk.",final_images/6226_TW_Alexander_Dr_at_Glenwood_Ave_2026-03_right_heading-35.jpg,51.0,Medium
6272,TW Alexander Dr at Miami Blvd (WB),35.9239,-78.845353,A,TW Alexander Dr at Miami Blvd (WB),100,Very High,6272,TW Alexander Dr at Miami Blvd (WB),6272_TW_Alexander_Dr_at_Miami_Blvd_WB_2026-03_left_heading-4.jpg,35.9239,-78.845353,left,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2026-03,"GoDurham bus stop with a shelter, bench, and trash can on a concrete pad connected to the sidewalk.",final_images/6272_TW_Alexander_Dr_at_Miami_Blvd_WB_2026-03_left_heading-4.jpg,51.0,Medium
6277,S Alston Ave at Falls Pointe Apts (SB),35.884218,-78.885886,A,S Alston Ave at Falls Pointe Apts (,100,Very High,6277,S Alston Ave at Falls Pointe Apts (SB),6277_S_Alston_Ave_at_Falls_Pointe_Apts_SB_2022-07_right_heading-330.jpg,35.884218,-78.885886,right,Yes,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,One_door,No,No,2022-07,"The bus stop is clearly visible in the right view, featuring a GoDurham bus stop sign, a concrete landing pad connected to the sidewalk, one bench, and one trash can.",final_images/6277_S_Alston_Ave_at_Falls_Pointe_Apts_SB_2022-07_right_heading-330.jpg,51.0,Medium
6333,American Dr at Constitution Dr,36.016633,-78.966937,A,American Dr at Constitution Dr,100,Very High,6333,American Dr at Constitution Dr,6333_American_Dr_at_Constitution_Dr_2025-04_right_heading-56.jpg,36.016633,-78.966937,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-4,"The bus stop is clearly visible on the right view, featuring a standard metal shelter with an integrated bench, a trash can, and a concrete landing pad connected directly to the sidewalk.",final_images/6333_American_Dr_at_Constitution_Dr_2025-04_right_heading-56.jpg,51.0,Medium
6335,Hillsborough Rd at Cole Mill Rd,36.022133,-78.953116,A,Hillsborough Rd at Cole Mill Rd (CVS),100,Very High,6335,Hillsborough Rd at Cole Mill Rd,6335_Hillsborough_Rd_at_Cole_Mill_Rd_2025-09_center_heading-205.jpg,36.022133,-78.953116,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible with a standard shelter, an integrated bench, and a concrete trash can. The boarding area is on a paved concrete sidewalk with excellent sidewalk connection.",final_images/6335_Hillsborough_Rd_at_Cole_Mill_Rd_2025-09_center_heading-205.jpg,51.0,Medium
6393,Holloway St at Hyde Park Ave (WB),35.994507,-78.881001,A,Holloway St at Hyde Park Ave (WB),100,Very High,6393,Holloway St at Hyde Park Ave (WB),6393_Holloway_St_at_Hyde_Park_Ave_WB_2025-09_center_heading-342.jpg,35.994507,-78.881001,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is fully equipped with a shelter, bench, trash can, and information kiosk on a large concrete landing pad connected to the sidewalk.",final_images/6393_Holloway_St_at_Hyde_Park_Ave_WB_2025-09_center_heading-342.jpg,51.0,Medium
6551,Morreene Rd at Glasson St (SB),36.005412,-78.954752,A,Morreene Rd at Glasson St (SB),100,Very High,6551,Morreene Rd at Glasson St (SB),6551_Morreene_Rd_at_Glasson_St_SB_2025-09_center_heading-273.jpg,36.005412,-78.954752,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"The bus stop is clearly visible with a standard shelter, an integrated bench, a trash can, and bike racks on a concrete landing pad connected to the sidewalk.",final_images/6551_Morreene_Rd_at_Glasson_St_SB_2025-09_center_heading-273.jpg,51.0,Medium
6591,S Roxboro St at Shoppes at Hope Valley,35.949189,-78.922821,A,S Roxboro St at Shoppes at Hope Valley,100,Very High,6591,S Roxboro St at Shoppes at Hope Valley,6591_S_Roxboro_St_at_Shoppes_at_Hope_Valley_2025-01_center_heading-92.jpg,35.949189,-78.922821,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,"The bus stop features a standard shelter with an integrated bench, a concrete trash can, and a GoDurham sign pole, all situated on a continuous concrete sidewalk.",final_images/6591_S_Roxboro_St_at_Shoppes_at_Hope_Valley_2025-01_center_heading-92.jpg,51.0,Medium
6618,Morehead Ave at Duke St (WB),35.991603,-78.90854,A,Morehead Ave at Duke St (WB),100,Very High,6618,Morehead Ave at Duke St (WB),6618_Morehead_Ave_at_Duke_St_WB_2025-09_right_heading-22.jpg,35.991603,-78.90854,right,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-09,"GoDurham bus stop with shelter, bench, and trash can on a concrete sidewalk.",final_images/6618_Morehead_Ave_at_Duke_St_WB_2025-09_right_heading-22.jpg,51.0,Medium
6620,Garrett Rd at Durham-Chapel Hill Blvd (Goodwill),35.958347,-78.974535,A,Garrett Rd at Durham-Chapel Hill Blvd (,100,Very High,6620,Garrett Rd at Durham-Chapel Hill Blvd (Goodwill),6620_Garrett_Rd_at_Durham-Chapel_Hill_Blvd_Goodwill_2025-01_right_heading-295.jpg,35.958347,-78.974535,right,Yes,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-01,"The bus stop is clearly visible in the right view, featuring a GoDurham bus stop sign and a concrete trash can located on a continuous concrete sidewalk.",final_images/6620_Garrett_Rd_at_Durham-Chapel_Hill_Blvd_Goodwill_2025-01_right_heading-295.jpg,51.0,Medium
6637,Fayetteville Rd at Stratford Lakes Dr (SB),35.942453,-78.9059795,A,Fayetteville Rd at MLK Pkwy (SB),100,Very High,6637,Fayetteville Rd at Stratford Lakes Dr (SB),6637_Fayetteville_Rd_at_Stratford_Lakes_Dr_SB_2025-01_right_heading-320.jpg,35.942453,-78.9059795,right,Yes,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Concrete,Paved,Yes,Two_doors,No,No,2025-1,"The bus stop is clearly visible in the right view, featuring a standard shelter with an internal bench, an additional external three-seat bench, a trash can, and a large concrete landing pad connected to the sidewalk.",final_images/6637_Fayetteville_Rd_at_Stratford_Lakes_Dr_SB_2025-01_right_heading-320.jpg,51.0,Medium
5010,Durham Station Pettigrew North Platform,35.99624902,-78.90557568,,,0,Low,5010,Durham Station Pettigrew North Platform,5010_Durham_Station_Pettigrew_North_Platform_2025-09_n_heading-202.jpg,35.99624902,-78.90557568,n,Unclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved,No,,No,Yes,2025-09,MANUAL REVIEW REQUIRED: View of the curb is blocked by a vehicle/object. Active construction with chain-link fences and orange barriers blocks the entire north side of Pettigrew Street where the platform is located.,final_images/5010_Durham_Station_Pettigrew_North_Platform_2025-09_n_heading-202.jpg,50.0,Medium
5190,Nation Ave at Bedford St,35.9777,-78.92807,C,Nation Ave at Bedford St,40,Medium,5190,Nation Ave at Bedford St,5190_Nation_Ave_at_Bedford_St_2025-01_center_heading-184.jpg,35.9777,-78.92807,center,Yes,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Concrete,Paved,No,One_door,No,No,2025-01,"The bus stop features a shelter on a standalone concrete pad. There is no sidewalk connection, and no bench or trash can is present.",final_images/5190_Nation_Ave_at_Bedford_St_2025-01_center_heading-184.jpg,50.0,Medium
5340,Morehead Ave at Kent St (WB),35.991938,-78.919569,C,Morehead Ave at Kent St (WB),40,Medium,5340,Morehead Ave at Kent St (WB),5340_Morehead_Ave_at_Kent_St_WB_2025-09_center_heading-22.jpg,35.991938,-78.919569,center,Yes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Concrete,Paved,No,One_door,No,No,2025-09,"The bus stop is clearly visible with a shelter, bench, and trash can on a concrete pad. There is no sidewalk connection present.",final_images/5340_Morehead_Ave_at_Kent_St_WB_2025-09_center_heading-22.jpg,50.0,Medium
5450,Meriwether Dr at Oxford Ct,36.038614,-78.890029,C,Meriwether Dr at Oxford Ct,40,Medium,5450,Meriwether Dr at Oxford Ct,5450_Meriwether_Dr_at_Oxford_Ct_2025-04_right_heading-156.jpg,36.038614,-78.890029,right,Yes,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,No,One_door,No,No,2025-04,"The bus stop features a concrete landing pad and a signpost, but the bus stop sign itself is missing or not visible on the post. There is no sidewalk connection, shelter, bench, or trash can.",final_images/5450_Meriwether_Dr_at_Oxford_Ct_2025-04_right_heading-156.jpg,50.0,Medium
5453,Cornwallis Rd at Fayetteville Rd,35.9602773,-78.9114336,C,Cornwallis Rd at Fayetteville Rd,40,Medium,5453,Cornwallis Rd at Fayetteville Rd,5453_Cornwallis_Rd_at_Fayetteville_Rd_2025-01_right_heading-32.jpg,35.9602773,-78.9114336,right,Yes,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Concrete,Paved,No,One_door,No,No,2025-01,"The bus stop is visible with a concrete landing pad, a trash can, and a bike rack. No shelter or bench is present, and there is no sidewalk connection along Cornwallis Road.",final_images/5453_Cornwallis_Rd_at_Fayetteville_Rd_2025-01_right_heading-32.jpg,50.0,Medium
5990,Durham-Chapel Hill Blvd at Car Wash,35.97408,-78.93042,C,Durham-Chapel Hill Blvd at Car Wash,40,Medium,5990,Durham-Chapel Hill Blvd at Car Wash,5990_Durham-Chapel_Hill_Blvd_at_Car_Wash_2025-04_center_heading-162.jpg,35.97408,-78.93042,center,Yes,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,No,One_door,No,No,2025-04,A bus stop sign and a concrete landing pad are visible in front of the car wash. There is no sidewalk connection to the landing pad.,final_images/5990_Durham-Chapel_Hill_Blvd_at_Car_Wash_2025-04_center_heading-162.jpg,50.0,Medium
6104,Fulton St at Erwin Rd (Duke Hospital Parking Garage),36.008773,-78.937102,A,Fulton St at Erwin Rd (Duke Hospital),100,Very High,6104,Fulton St at Erwin Rd (Duke Hospital Parking Garage),6104_Fulton_St_at_Erwin_Rd_Duke_Hospital_Parking_Garage_2025-09_n_heading-102.jpg,36.008773,-78.937102,n,Unclear,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: View of the curb is blocked by a vehicle/object. A GoDurham bus is parked directly at the stop, obscuring the curb and any potential bus stop sign, shelter, or bench.",final_images/6104_Fulton_St_at_Erwin_Rd_Duke_Hospital_Parking_Garage_2025-09_n_heading-102.jpg,50.0,Medium
6348,Holloway St at Durham Ridge Assisted Living,35.983396,-78.8297,C,Holloway St at Durham Ridge Assisted Li,40,Medium,6348,Holloway St at Durham Ridge Assisted Living,6348_Holloway_St_at_Durham_Ridge_Assisted_Living_2025-05_right_heading-233.jpg,35.983396,-78.8297,right,Yes,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Concrete,Paved,No,One_door,No,No,2025-05,The bus stop features a standard GoDurham shelter with an integrated bench on a concrete pad. There is no sidewalk connection or public trash can visible.,final_images/6348_Holloway_St_at_Durham_Ridge_Assisted_Living_2025-05_right_heading-233.jpg,50.0,Medium
5102,Shirley St at Crest St,36.012625,-78.93977,B,Shirley St at Crest St,70,High,5102,Shirley St at Crest St,5102_Shirley_St_at_Crest_St_2025-09_n_heading-174.jpg,36.012625,-78.93977,n,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views around the intersection of Shirley St and Crest St; there is no GoDurham bus stop sign, shelter, bench, or public trash can present.",final_images/5102_Shirley_St_at_Crest_St_2025-09_n_heading-174.jpg,49.5,Medium
5526,Hillsborough Rd at Erwin Square,36.01038,-78.92509,B,Hillsborough Rd at Erwin Square,70,High,5526,Hillsborough Rd at Erwin Square,5526_Hillsborough_Rd_at_Erwin_Square_2025-04_n_heading-166.jpg,36.01038,-78.92509,n,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-04,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views; there is a brick sidewalk and grass strip on the north side of Hillsborough Rd, but no GoDurham sign, shelter, bench, or trash can is present.",final_images/5526_Hillsborough_Rd_at_Erwin_Square_2025-04_n_heading-166.jpg,49.5,Medium
5559,Willard St at Blackwell St (South Parking Deck),35.991862,-78.906599,B,Willard St at Blackwell St (South Parki,70,High,5559,Willard St at Blackwell St (South Parking Deck),5559_Willard_St_at_Blackwell_St_South_Parking_Deck_2025-09_ne_heading-69.jpg,35.991862,-78.906599,ne,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked the sidewalk area along Willard St next to the South Parking Deck, but there is no GoDurham bus stop sign, shelter, bench, or trash can present.",final_images/5559_Willard_St_at_Blackwell_St_South_Parking_Deck_2025-09_ne_heading-69.jpg,49.5,Medium
5578,Fayetteville St at Simmons St,35.9819872,-78.8991683,B,Fayetteville St at Simmons St,70,High,5578,Fayetteville St at Simmons St,5578_Fayetteville_St_at_Simmons_St_2025-01_ne_heading-354.jpg,35.9819872,-78.8991683,ne,No,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Grass,Unpaved_Grass_Strip_And_Sidewalk,Yes,,No,Yes,2025-01,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked the utility poles, the sidewalk area, and the opposite side of the street, but no GoDurham bus stop sign, shelter, bench, or trash can is present.",final_images/5578_Fayetteville_St_at_Simmons_St_2025-01_ne_heading-354.jpg,49.5,Medium
5649,Tower Blvd at Durham-Chapel Hill Blvd (McDonalds),35.970438,-78.958133,B,Tower Blvd at Durham-Chapel Hill Blvd (,70,High,5649,Tower Blvd at Durham-Chapel Hill Blvd (McDonalds),5649_Tower_Blvd_at_Durham-Chapel_Hill_Blvd_McDonalds_2025-09_e_heading-11.jpg,35.970438,-78.958133,e,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-09,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views around the McDonald's on Tower Blvd; only sidewalk, street lights, and landscaping are present.",final_images/5649_Tower_Blvd_at_Durham-Chapel_Hill_Blvd_McDonalds_2025-09_e_heading-11.jpg,49.5,Medium
5732,Hillsborough Rd at Carolina Ave,36.010538,-78.925131,B,Hillsborough Rd at Carolina Ave,70,High,5732,Hillsborough Rd at Carolina Ave,5732_Hillsborough_Rd_at_Carolina_Ave_2025-04_e_heading-80.jpg,36.010538,-78.925131,e,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Concrete,Paved,Yes,,No,Yes,2025-04,"MANUAL REVIEW REQUIRED: Definitively no bus stop infrastructure visible in any image. Checked all 360-degree views; there is no GoDurham bus stop sign, shelter, bench, or trash can visible along Hillsborough Rd near Carolina Ave.",final_images/5732_Hillsborough_Rd_at_Carolina_Ave_2025-04_e_heading-80.jpg,49.5,Medium
